loss,step,epoch,val_loss
1.0181580781936646,7,0,
0.9982876777648926,15,1,
0.987582802772522,23,2,
,31,3,0.813998281955719
0.9693341851234436,31,3,
0.9200104475021362,39,4,
0.822684645652771,47,5,
0.7720760107040405,55,6,
,63,7,0.6848958134651184
0.749492883682251,63,7,
0.7210842370986938,71,8,
0.7019157409667969,79,9,
0.6770943403244019,87,10,
,95,11,0.6294939517974854
0.6582523584365845,95,11,
0.6371846199035645,103,12,
0.6277510523796082,111,13,
0.6134446859359741,119,14,
,127,15,0.6126115322113037
0.6196684837341309,127,15,
0.6096810698509216,135,16,
0.6056430339813232,143,17,
0.6104989647865295,151,18,
,159,19,0.6035501956939697
0.6058274507522583,159,19,
0.602249026298523,167,20,
0.5992909669876099,175,21,
0.5938931703567505,183,22,
,191,23,0.5964171886444092
0.5941401124000549,191,23,
0.5903971195220947,199,24,
0.590887188911438,207,25,
0.5797306299209595,215,26,
,223,27,0.5846922993659973
0.5847782492637634,223,27,
0.5796643495559692,231,28,
0.576757550239563,239,29,
0.5617716312408447,247,30,
,255,31,0.5732171535491943
0.5628315210342407,255,31,
0.5583680868148804,263,32,
0.5532994866371155,271,33,
0.5554471015930176,279,34,
,287,35,0.5619489550590515
0.5498878955841064,287,35,
0.5353303551673889,295,36,
0.5450596213340759,303,37,
0.5433617830276489,311,38,
,319,39,0.5546173453330994
0.5417230129241943,319,39,
0.5384355187416077,327,40,
0.5277373790740967,335,41,
0.5198447704315186,343,42,
,351,43,0.5176564455032349
0.5051865577697754,351,43,
0.49259495735168457,359,44,
0.49324214458465576,367,45,
0.4751392900943756,375,46,
,383,47,0.5052133798599243
0.47367268800735474,383,47,
0.4609137773513794,391,48,
0.4632858335971832,399,49,
0.4601019620895386,407,50,
,415,51,0.498233437538147
0.4593992829322815,415,51,
0.45092207193374634,423,52,
0.44479215145111084,431,53,
0.45544737577438354,439,54,
,447,55,0.4879593253135681
0.4454512298107147,447,55,
0.4350973963737488,455,56,
0.44338151812553406,463,57,
0.44435763359069824,471,58,
,479,59,0.4835939407348633
0.43283259868621826,479,59,
0.4399647116661072,487,60,
0.42708325386047363,495,61,
0.43808281421661377,503,62,
,511,63,0.48095548152923584
0.4338761270046234,511,63,
0.4273253083229065,519,64,
0.42848753929138184,527,65,
0.4284566640853882,535,66,
,543,67,0.4774530529975891
0.43195104598999023,543,67,
0.4235495328903198,551,68,
0.41830992698669434,559,69,
0.4237736165523529,567,70,
,575,71,0.47269177436828613
0.425184041261673,575,71,
0.41985052824020386,583,72,
0.4268808364868164,591,73,
0.41823333501815796,599,74,
,607,75,0.4695563316345215
0.4300604462623596,607,75,
0.4325849413871765,615,76,
0.42381101846694946,623,77,
0.43184179067611694,631,78,
,639,79,0.4694536626338959
0.4233587980270386,639,79,
0.4221354126930237,647,80,
0.42670583724975586,655,81,
0.42475104331970215,663,82,
,671,83,0.46761181950569153
0.41752853989601135,671,83,
0.4169555604457855,679,84,
0.4228857159614563,687,85,
0.4161389470100403,695,86,
,703,87,0.46407005190849304
0.4195501506328583,703,87,
0.41477200388908386,711,88,
0.4086930453777313,719,89,
0.41908594965934753,727,90,
,735,91,0.4627421498298645
0.41419389843940735,735,91,
0.40989255905151367,743,92,
0.4087294042110443,751,93,
0.41251540184020996,759,94,
,767,95,0.4614332616329193
0.4138375520706177,767,95,
0.4221966862678528,775,96,
0.41043952107429504,783,97,
0.40526458621025085,791,98,
,799,99,0.46097704768180847
0.4137616753578186,799,99,
0.40699511766433716,807,100,
0.41566818952560425,815,101,
0.4135396480560303,823,102,
,831,103,0.4576941728591919
0.4084557890892029,831,103,
0.4133862853050232,839,104,
0.41165614128112793,847,105,
0.40128692984580994,855,106,
,863,107,0.45775872468948364
0.40468162298202515,863,107,
0.406773179769516,871,108,
0.4106357991695404,879,109,
0.4109692871570587,887,110,
,895,111,0.45664817094802856
0.4104982316493988,895,111,
0.4043245315551758,903,112,
0.40313076972961426,911,113,
0.4058326780796051,919,114,
,927,115,0.4559214115142822
0.4075010418891907,927,115,
0.40755632519721985,935,116,
0.4042547643184662,943,117,
0.41137415170669556,951,118,
,959,119,0.4551001191139221
0.40541401505470276,959,119,
0.40962886810302734,967,120,
0.40388959646224976,975,121,
0.40545040369033813,983,122,
,991,123,0.4550887644290924
0.3976480960845947,991,123,
0.4038979411125183,999,124,
0.40766510367393494,1007,125,
0.4066343903541565,1015,126,
,1023,127,0.4550483524799347
0.4012914299964905,1023,127,
0.4118143916130066,1031,128,
0.4094753861427307,1039,129,
0.39608582854270935,1047,130,
,1055,131,0.45521488785743713
0.4023052155971527,1055,131,
0.4005875587463379,1063,132,
0.41369879245758057,1071,133,
0.3981913924217224,1079,134,
,1087,135,0.4549044966697693
0.4050106406211853,1087,135,
0.40583088994026184,1095,136,
0.40799403190612793,1103,137,
0.40051162242889404,1111,138,
,1119,139,0.45488837361335754
0.4052512049674988,1119,139,
0.40545347332954407,1127,140,
0.40250128507614136,1135,141,
0.40623974800109863,1143,142,
,1151,143,0.4546307325363159
0.40228015184402466,1151,143,
0.40497905015945435,1159,144,
0.4037162959575653,1167,145,
0.4058792293071747,1175,146,
,1183,147,0.45475679636001587
0.4055403470993042,1183,147,
0.403516560792923,1191,148,
0.4101700186729431,1199,149,
0.40743350982666016,1207,150,
,1215,151,0.45477354526519775
0.3995155692100525,1215,151,
0.40361422300338745,1223,152,
0.4034423530101776,1231,153,
0.4087676405906677,1239,154,
,1247,155,0.45477890968322754
0.41004976630210876,1247,155,
0.4071005880832672,1255,156,
0.3963819444179535,1263,157,
0.4044007360935211,1271,158,
,1279,159,0.4547470211982727
0.40285345911979675,1279,159,
0.4018796682357788,1287,160,
0.40101006627082825,1295,161,
0.41034409403800964,1303,162,
,1311,163,0.45473232865333557
0.40358400344848633,1311,163,
0.4028889536857605,1319,164,
0.4010537266731262,1327,165,
0.4080628752708435,1335,166,
,1343,167,0.4547300636768341
0.4124394953250885,1343,167,
0.4088994264602661,1351,168,
0.4074576497077942,1359,169,
0.3969859480857849,1367,170,
,1375,171,0.4547290503978729
0.40840578079223633,1375,171,
0.4078155755996704,1383,172,
0.40366214513778687,1391,173,
0.3979622721672058,1399,174,
,1407,175,0.4547276496887207
0.4064527153968811,1407,175,
0.40627700090408325,1415,176,
0.40139973163604736,1423,177,
0.40698742866516113,1431,178,
,1439,179,0.4547276496887207
0.4001260995864868,1439,179,
0.4075656831264496,1447,180,
0.41140931844711304,1455,181,
0.40634751319885254,1463,182,
,1471,183,0.4547276794910431
0.404543399810791,1471,183,
0.4011825919151306,1479,184,
0.4054814279079437,1487,185,
0.4056099057197571,1495,186,
,1503,187,0.45472753047943115
0.4061071276664734,1503,187,
0.40362393856048584,1511,188,
0.4007013440132141,1519,189,
0.40661460161209106,1527,190,
,1535,191,0.45472753047943115
0.4003090262413025,1535,191,
0.4036138355731964,1543,192,
0.40193483233451843,1551,193,
0.40501946210861206,1559,194,
,1567,195,0.4547275900840759
0.3958127498626709,1567,195,
0.4056900143623352,1575,196,
0.4035366475582123,1583,197,
0.40102529525756836,1591,198,
,1599,199,0.4547274112701416
0.39785152673721313,1599,199,
0.40968984365463257,1607,200,
0.40300220251083374,1615,201,
0.4061373770236969,1623,202,
,1631,203,0.4547273516654968
0.4058084487915039,1631,203,
0.4049378037452698,1639,204,
0.40585243701934814,1647,205,
0.4018878936767578,1655,206,
,1663,207,0.45472726225852966
0.4024709165096283,1663,207,
0.4021008014678955,1671,208,
0.4066150486469269,1679,209,
0.4070485532283783,1687,210,
,1695,211,0.4547273516654968
0.40559831261634827,1695,211,
0.4029697775840759,1703,212,
0.40040791034698486,1711,213,
0.41007837653160095,1719,214,
,1727,215,0.454727441072464
0.406134694814682,1727,215,
0.39757275581359863,1735,216,
0.4013209342956543,1743,217,
0.4079771935939789,1751,218,
,1759,219,0.4547274708747864
0.40303176641464233,1759,219,
0.39582839608192444,1767,220,
0.40171200037002563,1775,221,
0.3960784375667572,1783,222,
,1791,223,0.4547273516654968
0.3999273180961609,1791,223,
0.4025949239730835,1799,224,
0.4026188850402832,1807,225,
0.4078735113143921,1815,226,
,1823,227,0.454726904630661
0.406369149684906,1823,227,
0.4106854796409607,1831,228,
0.4066152572631836,1839,229,
0.4022212624549866,1847,230,
,1855,231,0.4547267556190491
0.40939581394195557,1855,231,
0.4120817184448242,1863,232,
0.4044290781021118,1871,233,
0.4051540493965149,1879,234,
,1887,235,0.4547267258167267
0.40001556277275085,1887,235,
0.41260164976119995,1895,236,
0.4023911952972412,1903,237,
0.40255552530288696,1911,238,
,1919,239,0.4547266364097595
0.40673744678497314,1919,239,
0.40236276388168335,1927,240,
0.4011279344558716,1935,241,
0.4094056487083435,1943,242,
,1951,243,0.4547264575958252
0.4035375416278839,1951,243,
0.4036736488342285,1959,244,
0.40871959924697876,1967,245,
0.40620744228363037,1975,246,
,1983,247,0.4547263979911804
0.4084246754646301,1983,247,
0.3991852402687073,1991,248,
0.4043077230453491,1999,249,
0.40672868490219116,2007,250,
,2015,251,0.45472633838653564
0.39831042289733887,2015,251,
0.4028592109680176,2023,252,
0.3995361924171448,2031,253,
0.4045029878616333,2039,254,
,2047,255,0.45472633838653564
0.40744447708129883,2047,255,
0.40424051880836487,2055,256,
0.4034072756767273,2063,257,
0.4035971760749817,2071,258,
,2079,259,0.4547264575958252
0.40070462226867676,2079,259,
0.4011806845664978,2087,260,
0.40250617265701294,2095,261,
0.40446388721466064,2103,262,
,2111,263,0.4547264277935028
0.4032466411590576,2111,263,
0.3973771929740906,2119,264,
0.40243038535118103,2127,265,
0.40562349557876587,2135,266,
,2143,267,0.4547263979911804
0.40543821454048157,2143,267,
0.4097873866558075,2151,268,
0.402269184589386,2159,269,
0.41009268164634705,2167,270,
,2175,271,0.4547263979911804
0.40729016065597534,2175,271,
0.40939047932624817,2183,272,
0.404024600982666,2191,273,
0.4035460948944092,2199,274,
,2207,275,0.4547262489795685
0.40542072057724,2207,275,
0.4033035635948181,2215,276,
0.4098530411720276,2223,277,
0.4050048291683197,2231,278,
,2239,279,0.45472586154937744
0.40903905034065247,2239,279,
0.40741947293281555,2247,280,
0.40769559144973755,2255,281,
0.408780038356781,2263,282,
,2271,283,0.454725980758667
0.406957745552063,2271,283,
0.406639963388443,2279,284,
0.40308117866516113,2287,285,
0.4063628017902374,2295,286,
,2303,287,0.45472607016563416
0.40957874059677124,2303,287,
0.40659528970718384,2311,288,
0.40004420280456543,2319,289,
0.4029926061630249,2327,290,
,2335,291,0.45472604036331177
0.4045788645744324,2335,291,
0.4026656150817871,2343,292,
0.40499550104141235,2351,293,
0.40725910663604736,2359,294,
,2367,295,0.4547259509563446
0.40191006660461426,2367,295,
0.39845025539398193,2375,296,
0.4006589651107788,2383,297,
0.4052696228027344,2391,298,
,2399,299,0.45472580194473267
0.4071401059627533,2399,299,
0.41087591648101807,2407,300,
0.40313446521759033,2415,301,
0.41446051001548767,2423,302,
,2431,303,0.4547259211540222
0.4047482907772064,2431,303,
0.40784451365470886,2439,304,
0.4086694121360779,2447,305,
0.4070861339569092,2455,306,
,2463,307,0.4547259211540222
0.4031985104084015,2463,307,
0.4057331085205078,2471,308,
0.4080079197883606,2479,309,
0.408102810382843,2487,310,
,2495,311,0.454725980758667
0.40860334038734436,2495,311,
0.4042007327079773,2503,312,
0.40562427043914795,2511,313,
0.4026620388031006,2519,314,
,2527,315,0.4547256827354431
0.4016563296318054,2527,315,
0.40576425194740295,2535,316,
0.40448611974716187,2543,317,
0.40629464387893677,2551,318,
,2559,319,0.4547256827354431
0.40916207432746887,2559,319,
0.40293678641319275,2567,320,
0.40523993968963623,2575,321,
0.4088965952396393,2583,322,
,2591,323,0.45472556352615356
0.40995919704437256,2591,323,
0.40608686208724976,2599,324,
0.40481024980545044,2607,325,
0.4070199728012085,2615,326,
,2623,327,0.4547256529331207
0.4006817936897278,2623,327,
0.4072006642818451,2631,328,
0.4116753935813904,2639,329,
0.40305742621421814,2647,330,
,2655,331,0.4547254741191864
0.40495994687080383,2655,331,
0.4155990481376648,2663,332,
0.407467782497406,2671,333,
0.4069203734397888,2679,334,
,2687,335,0.4547255039215088
0.40834882855415344,2687,335,
0.4020844101905823,2695,336,
0.4012863039970398,2703,337,
0.407321572303772,2711,338,
,2719,339,0.4547252655029297
0.40639227628707886,2719,339,
0.4024926424026489,2727,340,
0.40520843863487244,2735,341,
0.41144734621047974,2743,342,
,2751,343,0.4547251760959625
0.4028732180595398,2751,343,
0.40399986505508423,2759,344,
0.40314123034477234,2767,345,
0.4058109223842621,2775,346,
,2783,347,0.4547249674797058
0.40754401683807373,2783,347,
0.41780421137809753,2791,348,
0.39995867013931274,2799,349,
0.4049580693244934,2807,350,
,2815,351,0.4547247290611267
0.40800970792770386,2815,351,
0.4079124331474304,2823,352,
0.41385072469711304,2831,353,
0.40983113646507263,2839,354,
,2847,355,0.45472443103790283
0.40213543176651,2847,355,
0.40735799074172974,2855,356,
0.39774253964424133,2863,357,
0.4046277403831482,2871,358,
,2879,359,0.4547245502471924
0.40138235688209534,2879,359,
0.4017471373081207,2887,360,
0.3987005352973938,2895,361,
0.39689698815345764,2903,362,
,2911,363,0.4547243118286133
0.40266287326812744,2911,363,
0.4053027033805847,2919,364,
0.4040738344192505,2927,365,
0.40640243887901306,2935,366,
,2943,367,0.4547242522239685
0.4109373390674591,2943,367,
0.4018118977546692,2951,368,
0.40728411078453064,2959,369,
0.4059666097164154,2967,370,
,2975,371,0.45472386479377747
0.39369434118270874,2975,371,
0.40693399310112,2983,372,
0.40616077184677124,2991,373,
0.39970123767852783,2999,374,
,3007,375,0.4547237753868103
0.41044917702674866,3007,375,
0.3983837962150574,3015,376,
0.40209269523620605,3023,377,
0.40616196393966675,3031,378,
,3039,379,0.4547237157821655
0.40099793672561646,3039,379,
0.407223641872406,3047,380,
0.3999233841896057,3055,381,
0.4112941026687622,3063,382,
,3071,383,0.45472365617752075
0.4064297080039978,3071,383,
0.40940895676612854,3079,384,
0.4007340967655182,3087,385,
0.4019927382469177,3095,386,
,3103,387,0.4547235369682312
0.3970435857772827,3103,387,
0.406148761510849,3111,388,
0.4017729163169861,3119,389,
0.40704020857810974,3127,390,
,3135,391,0.45472338795661926
0.4070451259613037,3135,391,
0.3995276391506195,3143,392,
0.41095465421676636,3151,393,
0.4018428921699524,3159,394,
,3167,395,0.45472317934036255
0.40466049313545227,3167,395,
0.4037969708442688,3175,396,
0.4125331938266754,3183,397,
0.4083612263202667,3191,398,
,3199,399,0.4547232985496521
0.405905544757843,3199,399,
0.40676024556159973,3207,400,
0.4025839865207672,3215,401,
0.40473562479019165,3223,402,
,3231,403,0.4547231197357178
0.40165311098098755,3231,403,
0.4063340723514557,3239,404,
0.4030555188655853,3247,405,
0.40896379947662354,3255,406,
,3263,407,0.45472320914268494
0.4015376567840576,3263,407,
0.4011557698249817,3271,408,
0.40418416261672974,3279,409,
0.4031505584716797,3287,410,
,3295,411,0.454723060131073
0.40830767154693604,3295,411,
0.401202917098999,3303,412,
0.4067801833152771,3311,413,
0.4042065143585205,3319,414,
,3327,415,0.45472291111946106
0.4056515097618103,3327,415,
0.4086766839027405,3335,416,
0.4043671488761902,3343,417,
0.4049975275993347,3351,418,
,3359,419,0.4547228515148163
0.4083864688873291,3359,419,
0.41013190150260925,3367,420,
0.40299665927886963,3375,421,
0.40472206473350525,3383,422,
,3391,423,0.45472267270088196
0.39940309524536133,3391,423,
0.41434353590011597,3399,424,
0.4014015793800354,3407,425,
0.40437209606170654,3415,426,
,3423,427,0.45472294092178345
0.4046260714530945,3423,427,
0.3979855179786682,3431,428,
0.403761625289917,3439,429,
0.401197612285614,3447,430,
,3455,431,0.45472267270088196
0.39956068992614746,3455,431,
0.4095137417316437,3463,432,
0.4031960368156433,3471,433,
0.4044561982154846,3479,434,
,3487,435,0.4547223448753357
0.39941513538360596,3487,435,
0.40399137139320374,3495,436,
0.405755877494812,3503,437,
0.4024232029914856,3511,438,
,3519,439,0.4547218084335327
0.40961796045303345,3519,439,
0.40586405992507935,3527,440,
0.40892213582992554,3535,441,
0.4091164469718933,3543,442,
,3551,443,0.4547210931777954
0.3969603478908539,3551,443,
0.40283727645874023,3559,444,
0.3959369659423828,3567,445,
0.39791494607925415,3575,446,
,3583,447,0.454721063375473
0.4044683575630188,3583,447,
0.4080052673816681,3591,448,
0.40104401111602783,3599,449,
0.40470677614212036,3607,450,
,3615,451,0.45472097396850586
0.4058549702167511,3615,451,
0.4071161150932312,3623,452,
0.3982541561126709,3631,453,
0.4083324074745178,3639,454,
,3647,455,0.4547210931777954
0.4086749851703644,3647,455,
0.41157153248786926,3655,456,
0.39990103244781494,3663,457,
0.39400944113731384,3671,458,
,3679,459,0.4547208547592163
0.4057721197605133,3679,459,
0.41086119413375854,3687,460,
0.41069310903549194,3695,461,
0.39587315917015076,3703,462,
,3711,463,0.454720675945282
0.40580326318740845,3711,463,
0.4044651389122009,3719,464,
0.4018416106700897,3727,465,
0.40710943937301636,3735,466,
,3743,467,0.45472055673599243
0.4043554961681366,3743,467,
0.404192715883255,3751,468,
0.40785324573516846,3759,469,
0.40325993299484253,3767,470,
